co2,greenhouse,species,plant_no,date,start_pot_weight_kg,water.added.l,result_pot_weight_kg,
ambient,E,ROF,3W,12/2/20,8.9,0.1,9,
ambient,E,ROF,4W,12/2/20,8.8,0.2,9,
ambient,E,ROF,5W,12/2/20,8.8,0.2,9,
ambient,E,LST,1W,12/2/20,8.8,0,8.8,
ambient,E,LST,2W,12/2/20,9.1,0,9.1,
ambient,E,LST,3W,12/2/20,8.6,0.2,8.8,
ambient,E,LST,4W,12/2/20,8.6,0.2,8.8,
ambient,E,LST,1D,12/2/20,8.9,0,8.9,
ambient,E,DPE,1W,12/2/20,8.9,0,8.9,
ambient,E,DPE,2W,12/2/20,8.9,0,8.9,
ambient,E,DPE,3W,12/2/20,9,0,9,
ambient,E,DPE,4W,12/2/20,8.7,0.1,8.8,
ambient,E,DPE,5W,12/2/20,8.7,0.1,8.8,
ambient,E,ACY,1W,13/02/2020,8.8,0.2,9,
ambient,E,ACY,2W,13/02/2020,8.8,0.2,9,
ambient,E,ACY,3W,13/02/2020,8.8,0.2,9,
ambient,E,ACY,5W,13/02/2020,8.8,0.2,9,
ambient,E,ACY,2D,13/02/2020,8.9,0.1,9,
ambient,E,CAL,1W,13/02/2020,8.9,0.1,9,
ambient,E,CAL,2W,13/02/2020,9,0,9,
ambient,E,CAL,3W,13/02/2020,8.9,0.1,9,
ambient,E,CAL,4W,13/02/2020,8.9,0.1,9,
ambient,E,CAL,5W,13/02/2020,8.8,0.2,9,
ambient,E,ROF,1W,13/02/2020,8.8,0,8.8,
ambient,E,ROF,2W,13/02/2020,8.9,0,8.9,
ambient,E,ROF,3W,13/02/2020,8.8,0,8.8,
ambient,E,ROF,4W,13/02/2020,8.7,0.1,8.8,
ambient,E,ROF,5W,13/02/2020,8.7,0.1,8.8,
ambient,E,LST,1W,13/02/2020,8.6,0.2,8.8,
ambient,E,LST,2W,13/02/2020,8.9,0,8.9,
ambient,E,LST,3W,13/02/2020,8.5,0.3,8.8,
ambient,E,LST,4W,13/02/2020,8.8,0,8.8,
ambient,E,LST,1D,13/02/2020,8.8,0,8.8,
ambient,E,DPE,1W,13/02/2020,8.9,0,8.9,
ambient,E,DPE,2W,13/02/2020,8.7,0.1,8.8,
ambient,E,DPE,3W,13/02/2020,8.8,0,8.8,
ambient,E,DPE,4W,13/02/2020,8.7,0.1,8.8,
ambient,E,DPE,5W,13/02/2020,8.7,0.1,8.8,
ambient,E,ACY,1W,14/02/2020,8.8,0.2,9,
ambient,E,ACY,2W,14/02/2020,8.9,0.1,9,
ambient,E,ACY,3W,14/02/2020,8.8,0.2,9,
ambient,E,ACY,5W,14/02/2020,8.9,0.1,9,
ambient,E,ACY,2D,14/02/2020,9,0,9,
ambient,E,CAL,1W,14/02/2020,8.6,0.2,8.8,
ambient,E,CAL,2W,14/02/2020,8.9,0,8.9,
ambient,E,CAL,3W,14/02/2020,8.9,0,8.9,
ambient,E,CAL,4W,14/02/2020,8.8,0,8.8,
ambient,E,CAL,5W,14/02/2020,8.7,0.1,8.8,
ambient,E,ROF,1W,14/02/2020,8.8,0,8.8,
ambient,E,ROF,2W,14/02/2020,8.9,0,8.9,
ambient,E,ROF,3W,14/02/2020,8.8,0,8.8,
ambient,E,ROF,4W,14/02/2020,8.7,0.1,8.8,
ambient,E,ROF,5W,14/02/2020,8.6,0.2,8.8,
ambient,E,LST,1W,14/02/2020,8.7,0.1,8.8,
ambient,E,LST,2W,14/02/2020,8.9,0,8.9,
ambient,E,LST,3W,14/02/2020,8.7,0.1,8.8,
ambient,E,LST,4W,14/02/2020,8.7,0.1,8.8,
ambient,E,LST,1D,14/02/2020,8.6,0.2,8.8,
ambient,E,DPE,1W,14/02/2020,8.9,0,8.9,
ambient,E,DPE,2W,14/02/2020,8.9,0,8.9,
ambient,E,DPE,3W,14/02/2020,9,0,9,
ambient,E,DPE,4W,14/02/2020,8.9,0,8.9,
ambient,E,DPE,5W,14/02/2020,8.8,0,8.8,
ambient,E,ACY,1W,17/02/2020,8.4,0.2,8.6,
ambient,E,ACY,2W,17/02/2020,8.5,0.1,8.6,
ambient,E,ACY,3W,17/02/2020,8.4,0.2,8.6,
ambient,E,ACY,5W,17/02/2020,8.4,0.2,8.6,
ambient,E,ACY,2D,17/02/2020,8.8,0,8.8,
ambient,E,CAL,1W,17/02/2020,8.1,0.5,8.6,
ambient,E,CAL,2W,17/02/2020,8.5,0.1,8.6,
ambient,E,CAL,3W,17/02/2020,8.5,0.1,8.6,
ambient,E,CAL,4W,17/02/2020,8.4,0.2,8.6,
ambient,E,CAL,5W,17/02/2020,8,0.6,8.6,
ambient,E,ROF,1W,17/02/2020,8.5,0.1,8.6,
ambient,E,ROF,2W,17/02/2020,8.6,0,8.6,
ambient,E,ROF,3W,17/02/2020,8.5,0.1,8.6,
ambient,E,ROF,4W,17/02/2020,8.4,0.2,8.6,
ambient,E,ROF,5W,17/02/2020,8.3,0.3,8.6,
ambient,E,LST,1W,17/02/2020,8.4,0.2,8.6,
ambient,E,LST,2W,17/02/2020,8.8,0,8.8,
ambient,E,LST,3W,17/02/2020,8.1,0.5,8.6,
ambient,E,LST,4W,17/02/2020,8.3,0.3,8.6,
ambient,E,LST,1D,17/02/2020,8.6,0,8.6,
ambient,E,DPE,1W,17/02/2020,8.8,0,8.8,
ambient,E,DPE,2W,17/02/2020,8.7,0,8.7,
ambient,E,DPE,3W,17/02/2020,8.8,0,8.8,
ambient,E,DPE,4W,17/02/2020,8.6,0,8.6,
ambient,E,DPE,5W,17/02/2020,8.4,0.2,8.6,
ambient,E,ACY,1W,18/02/2020,8.3,0.3,8.6,
ambient,E,ACY,2W,18/02/2020,8.5,0.1,8.6,
ambient,E,ACY,3W,18/02/2020,8.3,0.3,8.6,
ambient,E,ACY,5W,18/02/2020,8.3,0.3,8.6,
ambient,E,ACY,2D,18/02/2020,8.7,0,8.7,
ambient,E,CAL,1W,18/02/2020,8.5,0.1,8.6,
ambient,E,CAL,2W,18/02/2020,8.4,0.2,8.6,
ambient,E,CAL,3W,18/02/2020,8.5,0.1,8.6,
ambient,E,CAL,4W,18/02/2020,8.4,0.2,8.6,
ambient,E,CAL,5W,18/02/2020,8.2,0.4,8.6,
ambient,E,ROF,1W,18/02/2020,8.5,0.1,8.6,
ambient,E,ROF,2W,18/02/2020,8.7,0,8.7,
ambient,E,ROF,3W,18/02/2020,8.5,0.1,8.6,
ambient,E,ROF,4W,18/02/2020,8.4,0.2,8.6,
ambient,E,ROF,5W,18/02/2020,8.3,0.3,8.6,
ambient,E,LST,1W,18/02/2020,8.5,0.1,8.6,
ambient,E,LST,2W,18/02/2020,8.7,0,8.7,
ambient,E,LST,3W,18/02/2020,8.3,0.3,8.6,
ambient,E,LST,4W,18/02/2020,8.5,0.1,8.6,
ambient,E,LST,1D,18/02/2020,8.4,0.2,8.6,
ambient,E,DPE,1W,18/02/2020,8.7,0,8.7,
ambient,E,DPE,2W,18/02/2020,8.7,0,8.7,
ambient,E,DPE,3W,18/02/2020,8.7,0,8.7,
ambient,E,DPE,4W,18/02/2020,8.5,0.1,8.6,
ambient,E,DPE,5W,18/02/2020,8.5,0.1,8.6,
ambient,E,ACY,1W,19/02/2020,8.4,0,8.4,
ambient,E,ACY,2W,19/02/2020,8.5,0,8.5,
ambient,E,ACY,3W,19/02/2020,8.5,0,8.5,
ambient,E,ACY,5W,19/02/2020,8.5,0,8.5,
ambient,E,ACY,2D,19/02/2020,8.7,0,8.7,
ambient,E,CAL,1W,19/02/2020,8.4,0,8.4,
ambient,E,CAL,2W,19/02/2020,8.5,0,8.5,
ambient,E,CAL,3W,19/02/2020,8.5,0,8.5,
ambient,E,CAL,4W,19/02/2020,8.5,0,8.5,
ambient,E,CAL,5W,19/02/2020,8.3,0.1,8.4,
ambient,E,ROF,1W,19/02/2020,8.6,0,8.6,
ambient,E,ROF,2W,19/02/2020,8.6,0,8.6,
ambient,E,ROF,3W,19/02/2020,8.5,0,8.5,
ambient,E,ROF,4W,19/02/2020,8.5,0,8.5,
ambient,E,ROF,5W,19/02/2020,8.5,0,8.5,
ambient,E,LST,1W,19/02/2020,8.5,0,8.5,
ambient,E,LST,2W,19/02/2020,8.7,0,8.7,
ambient,E,LST,3W,19/02/2020,8.5,0,8.5,
ambient,E,LST,4W,19/02/2020,8.4,0,8.4,
ambient,E,LST,1D,19/02/2020,8.6,0,8.6,
ambient,E,DPE,1W,19/02/2020,8.7,0,8.7,
ambient,E,DPE,2W,19/02/2020,8.6,0,8.6,
ambient,E,DPE,3W,19/02/2020,8.7,0,8.7,
ambient,E,DPE,4W,19/02/2020,8.4,0,8.4,
ambient,E,DPE,5W,19/02/2020,8.5,0,8.5,
ambient,E,ACY,1W,21/02/2020,8,0.4,8.4,
ambient,E,ACY,2W,21/02/2020,8.8,0,8.8,
ambient,E,ACY,3W,21/02/2020,8.2,0.2,8.4,
ambient,E,ACY,5W,21/02/2020,8.2,0.2,8.4,
ambient,E,ACY,2D,21/02/2020,8.6,0,8.6,
ambient,E,CAL,1W,21/02/2020,8.2,0.1,8.3,
ambient,E,CAL,2W,21/02/2020,8.4,0,8.4,
ambient,E,CAL,3W,21/02/2020,8.3,0,8.3,
ambient,E,CAL,4W,21/02/2020,8.2,0.1,8.3,
ambient,E,CAL,5W,21/02/2020,7.8,0.5,8.3,
ambient,E,ROF,1W,21/02/2020,8.4,0,8.4,
ambient,E,ROF,2W,21/02/2020,8.5,0,8.5,
ambient,E,ROF,3W,21/02/2020,8.4,0,8.4,
ambient,E,ROF,4W,21/02/2020,8.3,0.1,8.3,
ambient,E,ROF,5W,21/02/2020,8.3,0.1,8.3,
ambient,E,LST,1W,21/02/2020,8.3,0.1,8.4,
ambient,E,LST,2W,21/02/2020,8.7,0,8.7,
ambient,E,LST,3W,21/02/2020,8.1,0.3,8.4,
ambient,E,LST,4W,21/02/2020,8.2,0.2,8.4,
ambient,E,LST,1D,21/02/2020,8.5,0,8.5,
ambient,E,DPE,1W,21/02/2020,8.7,0,8.7,
ambient,E,DPE,2W,21/02/2020,8.6,0,8.6,
ambient,E,DPE,3W,21/02/2020,8.6,0,8.6,
ambient,E,DPE,4W,21/02/2020,8.4,0,8.4,
ambient,E,DPE,5W,21/02/2020,8.3,0.1,8.4,
ambient,E,ACY,1W,24/02/2020,7.3,0.7,8,
ambient,E,ACY,2W,24/02/2020,7.9,0.1,8,
ambient,E,ACY,3W,24/02/2020,7.8,0.2,8,
ambient,E,ACY,5W,24/02/2020,7.7,0.3,8,
ambient,E,ACY,2D,24/02/2020,8.4,0,8.4,
ambient,E,CAL,1W,24/02/2020,7.7,0.3,8,
ambient,E,CAL,2W,24/02/2020,8.1,0,8.1,
ambient,E,CAL,3W,24/02/2020,8,0,8,
ambient,E,CAL,4W,24/02/2020,7.9,0.1,8,
ambient,E,CAL,5W,24/02/2020,8.4,0,8.4,
ambient,E,ROF,1W,24/02/2020,8.2,0,8.2,
ambient,E,ROF,2W,24/02/2020,8.2,0,8.2,
ambient,E,ROF,3W,24/02/2020,8.2,0,8.2,
ambient,E,ROF,4W,24/02/2020,7.8,0.2,8,
ambient,E,ROF,5W,24/02/2020,7.9,0.1,8,
ambient,E,LST,1W,24/02/2020,8,0,8,
ambient,E,LST,2W,24/02/2020,8.4,0,8.4,
ambient,E,LST,3W,24/02/2020,7.6,0.4,8,
ambient,E,LST,4W,24/02/2020,7.9,0.1,8,
ambient,E,LST,1D,24/02/2020,8,0,8,
ambient,E,DPE,1W,24/02/2020,8.5,0,8.5,
ambient,E,DPE,2W,24/02/2020,8.4,0,8.4,
ambient,E,DPE,3W,24/02/2020,8.5,0,8.5,
ambient,E,DPE,4W,24/02/2020,8.1,0.1,8.2,
ambient,E,DPE,5W,24/02/2020,8,0.2,8,
ambient,E,ACY,1W,25/02/2020,8.3,0,8.3,
ambient,E,ACY,2W,25/02/2020,7.9,0.1,8,
ambient,E,ACY,3W,25/02/2020,7.8,0.2,8,
ambient,E,ACY,5W,25/02/2020,7.8,0.2,8,
ambient,E,ACY,2D,25/02/2020,,,,
ambient,E,CAL,1W,25/02/2020,7.8,0.2,8,
ambient,E,CAL,2W,25/02/2020,8,0,8,
ambient,E,CAL,3W,25/02/2020,7.9,0.1,8,
ambient,E,CAL,4W,25/02/2020,7.9,0.1,8,
ambient,E,CAL,5W,25/02/2020,8.2,0,8.2,
ambient,E,ROF,1W,25/02/2020,8.1,0,8.1,
ambient,E,ROF,2W,25/02/2020,8.2,0,8.2,
ambient,E,ROF,3W,25/02/2020,8,0,8,
ambient,E,ROF,4W,25/02/2020,7.8,0.2,8,
ambient,E,ROF,5W,25/02/2020,7.9,0.1,8,
ambient,E,LST,1W,25/02/2020,7.9,0.1,8,
ambient,E,LST,2W,25/02/2020,8.5,0,8.5,
ambient,E,LST,3W,25/02/2020,7.8,0.2,8,
ambient,E,LST,4W,25/02/2020,7.9,0.1,8,
ambient,E,LST,1D,25/02/2020,8.1,0,8.1,
ambient,E,DPE,1W,25/02/2020,8.5,0,8.5,
ambient,E,DPE,2W,25/02/2020,8.3,0,8.3,
ambient,E,DPE,3W,25/02/2020,8.5,0,8.5,
ambient,E,DPE,4W,25/02/2020,8.1,0.1,8.2,
ambient,E,DPE,5W,25/02/2020,8.1,0.1,8.2,
ambient,E,ACY,1W,26/02/2020,8.1,0,8.1,
ambient,E,ACY,2W,26/02/2020,7.9,0.1,8,
ambient,E,ACY,3W,26/02/2020,7.8,0.2,8,
ambient,E,ACY,5W,26/02/2020,7.8,0.2,8,
ambient,E,ACY,2D,26/02/2020,,,,
ambient,E,CAL,1W,26/02/2020,7.8,0.2,8,
ambient,E,CAL,2W,26/02/2020,7.9,0.1,8,
ambient,E,CAL,3W,26/02/2020,7.9,0.1,8,
ambient,E,CAL,4W,26/02/2020,7.8,0.2,8,
ambient,E,CAL,5W,26/02/2020,6.7,1,7.7,
ambient,E,ROF,1W,26/02/2020,7.8,0.2,8,
ambient,E,ROF,2W,26/02/2020,7.8,0.2,8,
ambient,E,ROF,3W,26/02/2020,7.8,0.2,8,
ambient,E,ROF,4W,26/02/2020,7.8,0.2,8,
ambient,E,ROF,5W,26/02/2020,7.8,0.2,8,
ambient,E,LST,1W,26/02/2020,7.9,0.1,8,
ambient,E,LST,2W,26/02/2020,8.4,0,8.4,
ambient,E,LST,3W,26/02/2020,7.7,0.3,8,
ambient,E,LST,4W,26/02/2020,7.8,0.2,8,
ambient,E,LST,1D,26/02/2020,8.1,0,8.1,
ambient,E,DPE,1W,26/02/2020,8.4,0,8.4,
ambient,E,DPE,2W,26/02/2020,8.3,0,8.3,
ambient,E,DPE,3W,26/02/2020,8.4,0,8.4,
ambient,E,DPE,4W,26/02/2020,8.1,0.1,8.2,
ambient,E,DPE,5W,26/02/2020,8.1,0.1,8.2,
ambient,E,ACY,1W,27/02/2020,7.8,0.2,8,
ambient,E,ACY,2W,27/02/2020,7.8,0.2,8,
ambient,E,ACY,3W,27/02/2020,7.6,0.4,8,
ambient,E,ACY,5W,27/02/2020,7.8,0.2,8,
ambient,E,ACY,2D,27/02/2020,,,,
ambient,E,CAL,1W,27/02/2020,7.7,0.3,8,
ambient,E,CAL,2W,27/02/2020,7.9,0.1,8,
ambient,E,CAL,3W,27/02/2020,7.8,0.2,8,
ambient,E,CAL,4W,27/02/2020,7.8,0.2,8,
ambient,E,CAL,5W,27/02/2020,7.3,0.7,8,
ambient,E,ROF,1W,27/02/2020,8.1,0,8.1,
ambient,E,ROF,2W,27/02/2020,8.2,0,8.2,
ambient,E,ROF,3W,27/02/2020,8,0,8,
ambient,E,ROF,4W,27/02/2020,7.7,0.3,8,
ambient,E,ROF,5W,27/02/2020,7.8,0.2,8,
ambient,E,LST,1W,27/02/2020,7.7,0.3,8,
ambient,E,LST,2W,27/02/2020,,,,
ambient,E,LST,3W,27/02/2020,7.7,0.3,8,
ambient,E,LST,4W,27/02/2020,7.8,0.2,8,
ambient,E,LST,1D,27/02/2020,7.9,0.1,8,
ambient,E,DPE,1W,27/02/2020,8.4,0,8.4,
ambient,E,DPE,2W,27/02/2020,8.1,0,8.1,
ambient,E,DPE,3W,27/02/2020,8.3,0,8.3,
ambient,E,DPE,4W,27/02/2020,8.1,0,8.1,
ambient,E,DPE,5W,27/02/2020,8,0,8,
ambient,E,ACY,1W,28/02/2020,7.8,0.2,8,
ambient,E,ACY,2W,28/02/2020,7.8,0.2,8,
ambient,E,ACY,3W,28/02/2020,7.8,0.2,8,
ambient,E,ACY,5W,28/02/2020,7.7,0.3,8,
ambient,E,ACY,2D,28/02/2020,,,,
ambient,E,CAL,1W,28/02/2020,7.7,0.3,8,
ambient,E,CAL,2W,28/02/2020,7.9,0.1,8,
ambient,E,CAL,3W,28/02/2020,8,0,8,
ambient,E,CAL,4W,28/02/2020,7.7,0.3,8,
ambient,E,CAL,5W,28/02/2020,7.6,0.4,8,
ambient,E,ROF,1W,28/02/2020,8,0,8,
ambient,E,ROF,2W,28/02/2020,8.2,0,8.2,
ambient,E,ROF,3W,28/02/2020,7.9,0.1,8,
ambient,E,ROF,4W,28/02/2020,7.8,0.2,8,
ambient,E,ROF,5W,28/02/2020,7.8,0.2,8,
ambient,E,LST,1W,28/02/2020,7.9,0.1,8,
ambient,E,LST,2W,28/02/2020,,,,
ambient,E,LST,3W,28/02/2020,7.7,0.3,8,
ambient,E,LST,4W,28/02/2020,7.8,0.2,8,
ambient,E,LST,1D,28/02/2020,7.9,0.1,8,
ambient,E,DPE,1W,28/02/2020,8.4,0,8.4,
ambient,E,DPE,2W,28/02/2020,8.1,0,8.1,
ambient,E,DPE,3W,28/02/2020,8.3,0,8.3,
ambient,E,DPE,4W,28/02/2020,7.9,0.1,8,
ambient,E,DPE,5W,28/02/2020,7.9,0.1,8,
ambient,E,ACY,1W,2/3/20,7.4,0.6,8,
ambient,E,ACY,2W,2/3/20,7.6,0.4,8,
ambient,E,ACY,3W,2/3/20,7.4,0.6,8,
ambient,E,ACY,5W,2/3/20,7.2,0.8,8,
ambient,E,ACY,2D,2/3/20,,,,
ambient,E,CAL,1W,2/3/20,7.4,0.6,8,
ambient,E,CAL,2W,2/3/20,7.7,0.3,8,
ambient,E,CAL,3W,2/3/20,7.6,0.4,8,
ambient,E,CAL,4W,2/3/20,7.6,0.4,8,
ambient,E,CAL,5W,2/3/20,6.7,1.3,8,
ambient,E,ROF,1W,2/3/20,7.8,0.2,8,
ambient,E,ROF,2W,2/3/20,8,0,8,
ambient,E,ROF,3W,2/3/20,7.7,0.3,8,
ambient,E,ROF,4W,2/3/20,7.1,0.9,8,
ambient,E,ROF,5W,2/3/20,7.6,0.4,8,
ambient,E,LST,1W,2/3/20,7.6,0.4,8,
ambient,E,LST,2W,2/3/20,,,,
ambient,E,LST,3W,2/3/20,7,1,8,
ambient,E,LST,4W,2/3/20,7.3,0.7,8,
ambient,E,LST,1D,2/3/20,7.8,0.2,8,
ambient,E,DPE,1W,2/3/20,8.2,0,8.2,
ambient,E,DPE,2W,2/3/20,7.8,0.2,8,
ambient,E,DPE,3W,2/3/20,8.1,0,8.1,
ambient,E,DPE,4W,2/3/20,7.6,0.4,8,
ambient,E,DPE,5W,2/3/20,7.6,0.4,8,
ambient,E,ACY,1W,3/3/20,7.8,0.2,8,
ambient,E,ACY,2W,3/3/20,7.8,0.2,8,
ambient,E,ACY,3W,3/3/20,7.9,0.1,8,
ambient,E,ACY,5W,3/3/20,7.9,0.1,8,
ambient,E,ACY,2D,3/3/20,,,,
ambient,E,CAL,1W,3/3/20,7.8,0.2,8,
ambient,E,CAL,2W,3/3/20,7.9,0.1,8,
ambient,E,CAL,3W,3/3/20,7.9,0.1,8,
ambient,E,CAL,4W,3/3/20,7.8,0.2,8,
ambient,E,CAL,5W,3/3/20,7.7,0.3,8,
ambient,E,ROF,1W,3/3/20,7.9,0.1,8,
ambient,E,ROF,2W,3/3/20,7.9,0.1,8,
ambient,E,ROF,3W,3/3/20,7.9,0.1,8,
ambient,E,ROF,4W,3/3/20,7.8,0.2,8,
ambient,E,ROF,5W,3/3/20,7.8,0.2,8,
ambient,E,LST,1W,3/3/20,7.9,0.1,8,
ambient,E,LST,2W,3/3/20,,,,
ambient,E,LST,3W,3/3/20,7.8,0.2,8,
ambient,E,LST,4W,3/3/20,7.8,0.2,8,
ambient,E,LST,1D,3/3/20,8,0,8,
ambient,E,DPE,1W,3/3/20,8.2,0,8.2,
ambient,E,DPE,2W,3/3/20,7.9,0.1,8,
ambient,E,DPE,3W,3/3/20,8,0,8,
ambient,E,DPE,4W,3/3/20,7.9,0.1,8,
ambient,E,DPE,5W,3/3/20,7.9,0.1,8,
ambient,E,ACY,1W,4/3/20,7.7,0.3,8,
ambient,E,ACY,2W,4/3/20,7.9,0.1,8,
ambient,E,ACY,3W,4/3/20,7.8,0.2,8,
ambient,E,ACY,5W,4/3/20,7.8,0.2,8,
ambient,E,ACY,2D,4/3/20,,,,
ambient,E,CAL,1W,4/3/20,7.8,0.2,8,
ambient,E,CAL,2W,4/3/20,8.1,0,8.1,
ambient,E,CAL,3W,4/3/20,7.9,0.1,8,
ambient,E,CAL,4W,4/3/20,7.9,0.1,8,
ambient,E,CAL,5W,4/3/20,7.6,0.4,8,
ambient,E,ROF,1W,4/3/20,8,0,8,
ambient,E,ROF,2W,4/3/20,8,0,8,
ambient,E,ROF,3W,4/3/20,8,0,8,
ambient,E,ROF,4W,4/3/20,7.8,0.2,8,
ambient,E,ROF,5W,4/3/20,7.8,0.2,8,
ambient,E,LST,1W,4/3/20,7.8,0.2,8,
ambient,E,LST,2W,4/3/20,,,,
ambient,E,LST,3W,4/3/20,7.7,0.3,8,
ambient,E,LST,4W,4/3/20,7.9,0.1,8,
ambient,E,LST,1D,4/3/20,7.9,0.1,8,
ambient,E,DPE,1W,4/3/20,8.1,0,8.1,
ambient,E,DPE,2W,4/3/20,8,0,8,
ambient,E,DPE,3W,4/3/20,8,0,8,
ambient,E,DPE,4W,4/3/20,7.8,0.2,8,
ambient,E,DPE,5W,4/3/20,7.8,0.2,8,
ambient,E,ACY,1W,5/3/20,7.7,0.3,8,
ambient,E,ACY,2W,5/3/20,7.7,0.3,8,
ambient,E,ACY,3W,5/3/20,7.8,0.2,8,
ambient,E,ACY,5W,5/3/20,7.8,0.2,8,
ambient,E,ACY,2D,5/3/20,,,,
ambient,E,CAL,1W,5/3/20,7.8,0.2,8,
ambient,E,CAL,2W,5/3/20,7.9,0.1,8,
ambient,E,CAL,3W,5/3/20,7.8,0.2,8,
ambient,E,CAL,4W,5/3/20,7.8,0.2,8,
ambient,E,CAL,5W,5/3/20,7.5,0.5,8,
ambient,E,ROF,1W,5/3/20,7.9,0.1,8,
ambient,E,ROF,2W,5/3/20,7.9,0.1,8,
ambient,E,ROF,3W,5/3/20,7.9,0.1,8,
ambient,E,ROF,4W,5/3/20,7.6,0.4,8,
ambient,E,ROF,5W,5/3/20,7.8,0.2,8,
ambient,E,LST,1W,5/3/20,7.8,0.2,8,
ambient,E,LST,2W,5/3/20,,,,
ambient,E,LST,3W,5/3/20,7.6,0.4,8,
ambient,E,LST,4W,5/3/20,7.8,0.2,8,
ambient,E,LST,1D,5/3/20,8,0,8,
ambient,E,DPE,1W,5/3/20,8.1,0,8.1,
ambient,E,DPE,2W,5/3/20,7.9,0.1,8,
ambient,E,DPE,3W,5/3/20,7.9,0.1,8,
ambient,E,DPE,4W,5/3/20,7.8,0.2,8,
ambient,E,DPE,5W,5/3/20,8.1,0,8.1,
ambient,E,ACY,1W,6/3/20,7.7,0.9,8.6,
ambient,E,ACY,2W,6/3/20,7.9,0.3,8.2,
ambient,E,ACY,3W,6/3/20,7.7,0.9,8.6,
ambient,E,ACY,5W,6/3/20,7.7,0.9,8.6,
ambient,E,ACY,2D,6/3/20,,,,
ambient,E,CAL,1W,6/3/20,7.7,0.9,8.6,
ambient,E,CAL,2W,6/3/20,7.8,0.6,8.4,
ambient,E,CAL,3W,6/3/20,7.8,0.6,8.4,
ambient,E,CAL,4W,6/3/20,7.9,0.3,8.2,
ambient,E,CAL,5W,6/3/20,7.5,1.5,9,
ambient,E,ROF,1W,6/3/20,7.9,0.3,8.2,
ambient,E,ROF,2W,6/3/20,8,0.1,8.1,
ambient,E,ROF,3W,6/3/20,7.9,0.3,8.2,
ambient,E,ROF,4W,6/3/20,7.7,0.9,8.6,
ambient,E,ROF,5W,6/3/20,7.7,0.9,8.6,
ambient,E,LST,1W,6/3/20,7.9,0.3,8.2,
ambient,E,LST,2W,6/3/20,,,,
ambient,E,LST,3W,6/3/20,7.6,1.2,8.8,
ambient,E,LST,4W,6/3/20,7.8,0.6,8.4,
ambient,E,LST,1D,6/3/20,7.9,0.3,8.2,
ambient,E,DPE,1W,6/3/20,8,0.1,8.1,
ambient,E,DPE,2W,6/3/20,7.9,0.3,8.2,
ambient,E,DPE,3W,6/3/20,8,0.1,8.1,
ambient,E,DPE,4W,6/3/20,7.9,0.3,8.2,
ambient,E,DPE,5W,6/3/20,7.8,0.6,8.4,
ambient,E,ACY,1W,9/3/20,7.8,0.2,8,
ambient,E,ACY,2W,9/3/20,7.7,0.3,8,
ambient,E,ACY,3W,9/3/20,7.7,0.3,8,
ambient,E,ACY,5W,9/3/20,7.7,0.3,8,
ambient,E,ACY,2D,9/3/20,,,,
ambient,E,CAL,1W,9/3/20,8,0,8,
ambient,E,CAL,2W,9/3/20,7.9,0.1,8,
ambient,E,CAL,3W,9/3/20,7.7,0.3,8,
ambient,E,CAL,4W,9/3/20,7.4,0.6,8,
ambient,E,CAL,5W,9/3/20,7.7,0.3,8,
ambient,E,ROF,1W,9/3/20,7.9,0.1,8,
ambient,E,ROF,2W,9/3/20,7.9,0.1,8,
ambient,E,ROF,3W,9/3/20,7.9,0.1,8,
ambient,E,ROF,4W,9/3/20,7.6,0.4,8,
ambient,E,ROF,5W,9/3/20,7.8,0.2,8,
ambient,E,LST,1W,9/3/20,7.6,0.4,8,
ambient,E,LST,2W,9/3/20,,,,
ambient,E,LST,3W,9/3/20,7.6,0.4,8,
ambient,E,LST,4W,9/3/20,7.7,0.3,8,
ambient,E,LST,1D,9/3/20,7.9,0.1,8,
ambient,E,DPE,1W,9/3/20,8,0,8,
ambient,E,DPE,2W,9/3/20,7.9,0.1,8,
ambient,E,DPE,3W,9/3/20,7.9,0.1,8,
ambient,E,DPE,4W,9/3/20,7.7,0.3,8,
ambient,E,DPE,5W,9/3/20,7.7,0.3,8,
ambient,E,ACY,1W,10/3/20,7.8,0,7.8,
ambient,E,ACY,2W,10/3/20,7.9,0,7.9,
ambient,E,ACY,3W,10/3/20,7.8,0,7.8,
ambient,E,ACY,5W,10/3/20,7.8,0,7.8,
ambient,E,ACY,2D,10/3/20,,,,
ambient,E,CAL,1W,10/3/20,7.8,0.2,8,
ambient,E,CAL,2W,10/3/20,7.9,0.1,8,
ambient,E,CAL,3W,10/3/20,7.8,0.2,8,
ambient,E,CAL,4W,10/3/20,7.9,0.1,8,
ambient,E,CAL,5W,10/3/20,7.6,0.4,8,
ambient,E,ROF,1W,10/3/20,7.9,0.1,8,
ambient,E,ROF,2W,10/3/20,8,0,8,
ambient,E,ROF,3W,10/3/20,7.8,0.2,8,
ambient,E,ROF,4W,10/3/20,7.6,0.4,8,
ambient,E,ROF,5W,10/3/20,7.8,0.2,8,
ambient,E,LST,1W,10/3/20,7.8,0.2,8,
ambient,E,LST,2W,10/3/20,,,,
ambient,E,LST,3W,10/3/20,7.6,0.4,8,
ambient,E,LST,4W,10/3/20,7.8,0.2,8,
ambient,E,LST,1D,10/3/20,7.9,0.1,8,
ambient,E,DPE,1W,10/3/20,8,0,8,
ambient,E,DPE,2W,10/3/20,7.9,0.1,8,
ambient,E,DPE,3W,10/3/20,8,0,8,
